,Open,High,Low,Close,Volume
2018-05-20,27.256666666666664,27.349999999999998,27.153333333333332,27.286666666666665,667948.6666666666
2018-05-27,26.584000000000003,26.683999999999997,26.339999999999996,26.476,1064184.2
2018-06-03,25.87,26.0275,25.705,25.8625,1224072.5
2018-06-10,26.594,26.714,26.383999999999997,26.532,1051155.4
2018-06-17,26.942,27.046,26.733999999999998,26.857999999999997,884224.0
2018-06-24,26.206,26.336000000000002,26.006,26.163999999999998,1004659.6
2018-07-01,26.177999999999997,26.394,26.032,26.182,1375948.0
2018-07-08,26.732499999999998,26.8525,26.5075,26.635,979659.75
2018-07-15,27.258,27.436,27.07,27.258,859594.2
2018-07-22,26.082,26.252,25.939999999999998,26.130000000000003,883856.2
2018-07-29,26.01,26.182,25.880000000000003,26.060000000000002,1027710.4
2018-08-05,26.254,26.344,26.131999999999998,26.256,743859.6
2018-08-12,26.296,26.368000000000002,26.064,26.163999999999998,926030.2
2018-08-19,25.407999999999998,25.463,25.098999999999997,25.202,845681.4
2018-08-26,25.701999999999998,25.838,25.622000000000003,25.742,834635.0
2018-09-02,26.154000000000003,26.274,25.994,26.160000000000004,1379469.6
2018-09-09,25.165,25.3175,24.974999999999998,25.2075,883199.75
2018-09-16,25.916000000000004,26.137999999999998,25.8,26.036,1267201.6
2018-09-23,26.538,26.692,26.427999999999997,26.53,1150294.0
2018-09-30,28.266000000000002,28.412,28.163999999999998,28.234,1183163.6
2018-10-07,28.110000000000003,28.192,27.862000000000002,28.04,1124673.0
2018-10-14,27.496,27.672000000000004,27.112000000000002,27.360000000000003,1354523.6
2018-10-21,27.082,27.24,26.860000000000003,26.972,1201765.2
2018-10-28,25.854000000000003,26.07,25.464,25.674,1602873.2
2018-11-04,25.688,25.868000000000002,25.238,25.484,1829452.0
2018-11-11,25.695999999999998,25.776,25.294,25.428,1933191.6
2018-11-18,24.436,24.592,24.01,24.218,2193022.8
2018-11-25,23.5925,23.8625,23.3825,23.615000000000002,1999489.5
2018-12-02,23.278,23.476,23.130000000000003,23.306,1314757.6
2018-12-09,23.78,23.939999999999998,23.4575,23.627499999999998,1926680.0
2018-12-16,22.895999999999997,23.042,22.584,22.732,1737262.4
2018-12-23,21.596,21.766000000000002,21.186,21.272,1935642.8
2018-12-30,20.7625,21.134999999999998,20.3925,20.8825,1602188.25
2019-01-06,21.502499999999998,21.7825,21.2975,21.6875,1458797.25
2019-01-13,22.586000000000002,22.776,22.466,22.69,1350632.8
2019-01-20,22.264,22.518,22.184,22.424,1117284.0
2019-01-27,22.1325,22.27125,21.9925,22.1325,1301029.5
2019-02-03,22.462,22.644,22.360000000000003,22.516,970677.2
2019-02-10,22.964,23.162,22.804,23.032,1481625.2
2019-02-17,22.816,22.902,22.668,22.768,1210747.0
2019-02-24,22.8275,23.0075,22.715,22.855,1138737.0
2019-03-03,22.672,22.741999999999997,22.452,22.536,1682852.4
2019-03-10,22.292,22.342000000000002,22.116,22.226,880087.6
2019-03-17,22.169999999999998,22.398,22.151999999999997,22.268,807811.6
2019-03-24,22.85,22.97,22.645,22.802,846414.2
2019-03-31,22.306,22.380000000000003,22.104,22.218,1052858.0
2019-04-07,22.354000000000003,22.512,22.212,22.386000000000003,1694258.2
2019-04-14,23.012,23.168,22.902,23.002000000000002,1187141.6
2019-04-21,23.189999999999998,23.35,23.07,23.2275,1021953.25
2019-04-28,23.156,23.288,22.984,23.113999999999997,1089685.0
2019-05-05,22.106,22.198,21.85,21.936,1283820.2
2019-05-12,21.036,21.3,20.954,21.212,1443077.4
2019-05-19,21.058,21.242,20.942,21.078,1179479.6
2019-05-26,20.522,20.622,20.342000000000002,20.508000000000003,2084377.4
2019-06-02,19.2675,19.5175,19.12,19.31,4696696.5
2019-06-09,19.474,19.628,19.336000000000002,19.528,2756043.8
2019-06-16,19.722,19.768,19.57,19.6,1048813.4
2019-06-23,19.669999999999998,19.824,19.633,19.706,1639928.8
2019-06-30,19.956,20.068,19.844,19.881999999999998,769223.0
2019-07-07,20.04,20.1075,19.845,19.94,960228.25
2019-07-14,19.976,20.119999999999997,19.886000000000003,20.062,1492530.4
2019-07-21,19.291999999999998,19.37,19.11,19.198,2430345.8
2019-07-28,18.832,18.93,18.63,18.71,1795979.8
2019-08-04,17.862000000000002,17.968,17.588,17.729999999999997,2121690.0
2019-08-11,16.924,17.062,16.773999999999997,16.95,1470065.2
2019-08-18,16.580000000000002,16.759999999999998,16.47,16.657999999999998,1831701.4
2019-08-25,16.84,17.022,16.682,16.848,2760891.4
2019-09-01,16.904,17.008,16.778,16.884,1941405.4
2019-09-08,17.7425,17.8,17.57,17.69,1848182.0
2019-09-15,19.026,19.238,18.894,19.062,2926618.4
2019-09-22,20.206,20.3,19.926,20.046,2501656.8
2019-09-29,19.444,19.548000000000002,19.322,19.424,1829152.2
2019-10-06,18.694,18.792,18.47,18.596,1503304.8
2019-10-13,18.368000000000002,18.468,18.268,18.326,1940758.0
2019-10-20,18.272,18.398000000000003,18.15,18.241999999999997,1941055.4
2019-10-27,18.756,18.958,18.66,18.862000000000002,2744246.2
2019-11-03,18.846,18.954,18.648000000000003,18.766,2000798.4
2019-11-10,19.518,19.622,19.394,19.52,2003813.8
2019-11-17,19.386,19.544,19.29,19.375999999999998,1673036.4
2019-11-24,19.082,19.234,18.97,19.11,1831397.8
2019-12-01,18.8925,18.9775,18.7575,18.895,2086988.5
2019-12-08,18.369999999999997,18.542,18.272,18.422,3082777.6
2019-12-15,18.476,18.65,18.4,18.544,3338338.2
2019-12-22,19.156,19.298,19.119999999999997,19.222,1945114.8
2019-12-29,19.88,19.9625,19.775,19.85,1058258.0
2020-01-05,20.145,20.245,20.015,20.165,1510913.0
2020-01-12,20.656,20.77,20.518,20.669999999999998,1533326.2
2020-01-19,20.386000000000003,20.434,20.238,20.344,3574138.2
2020-01-26,19.965,20.1375,19.8,19.93,2319124.5
2020-02-02,18.881999999999998,19.006,18.740000000000002,18.85,2705063.0
2020-02-09,18.074,18.172,17.88838,17.938,3457096.8
2020-02-16,17.274,17.366,17.166,17.285999999999998,3797585.2
2020-02-23,17.0775,17.2775,17.04,17.2225,3787469.75
2020-03-01,15.702000000000002,16.028,15.526,15.746,9102538.6
2020-03-08,15.706,15.868,15.376,15.606,4315692.8
2020-03-15,11.216,11.418000000000001,10.736,11.032,10204739.6
2020-03-22,9.482,9.992,9.040000000000001,9.458,5802898.6
2020-03-29,10.618,11.026,10.41,10.788,5184938.2
2020-04-05,12.572,13.002,12.15,12.514,8281141.6
2020-04-12,13.29,13.58,12.855,13.157499999999999,4267396.75
2020-04-19,12.578,12.818000000000001,12.378,12.632,3601937.6
2020-04-26,12.354,12.709999999999999,12.251999999999999,12.442,5329360.4
2020-05-03,13.248,13.48,13.032,13.264000000000001,3641950.0
2020-05-10,13.348000000000003,13.52,13.148,13.307999999999998,3694733.2
2020-05-17,13.669999999999998,13.818000000000001,13.382,13.51,5127215.2
2020-05-24,14.744,14.908000000000001,14.612,14.778,7663909.0
2020-05-31,15.03,15.0875,14.817499999999999,14.955,2972668.5
2020-06-07,15.462,15.748,15.406,15.702000000000002,3473613.8
2020-06-14,15.963999999999999,16.125999999999998,15.624,15.819999999999999,3987589.8
2020-06-21,14.930000000000001,15.174000000000001,14.7,14.940000000000001,3758313.6
2020-06-28,14.678,14.8,14.418000000000001,14.556000000000001,2680953.4
2020-07-05,14.4175,14.63875,14.31,14.4775,2664630.25
2020-07-12,14.722,14.884,14.534,14.684000000000001,3948840.6
2020-07-19,15.058000000000002,15.258000000000001,14.969999999999999,15.132,3768567.4
2020-07-26,15.292000000000002,15.45,15.172,15.319999999999999,3012527.2
2020-08-02,15.209999999999999,15.322999999999999,15.004,15.196000000000002,3931031.4
2020-08-09,15.558000000000002,15.776,15.48,15.7,3596482.0
2020-08-16,16.522,16.607999999999997,16.278039999999997,16.398,2983450.4
2020-08-23,16.098000000000003,16.198,15.957999999999998,16.068,2284778.0
2020-08-30,16.31,16.394,16.101999999999997,16.226,2691851.8
2020-09-06,15.882,15.97356,15.673060000000001,15.768,3788744.8
2020-09-13,15.4425,15.5575,15.20125,15.33,3374651.5
2020-09-20,15.762,15.921540000000002,15.662,15.792000000000002,2738037.0
2020-09-27,14.913999999999998,15.024000000000001,14.612,14.754,3280932.8
2020-10-04,14.091999999999999,14.234860000000001,13.918000000000001,14.05,5701629.6
2020-10-11,14.526,14.66,14.348000000000003,14.516,5147587.4
2020-10-18,14.407999999999998,14.575999999999999,14.297999999999998,14.428,3440354.4
